rank	frequency	lemma	printed	part_of_speech	cell	gloss	semantic_candidate_id	attestation_candidate_id	passage	context	decision	review_reason
831	8	трикраты	трикра́ты	unknown	untyped	троекратно, трижды, в третий раз	synodal:candidate:5f4e51ca1bdf491495dba804	synodal:candidate:c47b35541ca9d51904d2aac3	II_Cor.11.25	три́щи па́лицами бїе́нъ бы́хъ, є҆ди́ною ка́меньми наме́танъ бы́хъ, трикра́ты кора́бль ѡ҆прове́ржесѧ со мно́ю: но́щь и҆ де́нь во глꙋбинѣ̀ сотвори́хъ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
832	8	тщанїе	тща́нїе	unknown	untyped	поспешность, быстрота, 2. тщета, напрасные старания	synodal:candidate:0da5fe3fbf972ed764f81615	synodal:candidate:3861c03197b9d169d61cc228	Heb.6.11	Жела́емъ же, да кі́йждо ва́съ ꙗ҆влѧ́етъ то́жде тща́нїе ко и҆звѣще́нїю ᲂу҆пова́нїѧ да́же до конца̀,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
833	8	ханаанъ	ханаа́нъ	unknown	untyped	сын Хама	synodal:candidate:e424f99fdcdf739e1464c47f	synodal:candidate:65b380c5009dc57aa328b572	Gen.9.26	И҆ речѐ: блгⷭ҇ве́нъ гдⷭ҇ь бг҃ъ си́мовъ: и҆ бꙋ́детъ ханаа́нъ ѻ҆́трокъ ра́бъ є҆мꙋ̀:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
834	8	ховаръ	хова́ръ	unknown	untyped	Ховар, приток Евфрата	synodal:candidate:6bceb22b9cbc2dd5ab32b628	synodal:candidate:8eb4bb0caa3005fee7f3a390	Ezek.1.3	и҆ бы́сть сло́во гдⷭ҇не ко і҆езекі́илю сы́нꙋ вꙋзі́евꙋ, свѧще́нникꙋ, въ землѝ халде́йстѣй при рѣцѣ̀ хова́ръ. И҆ бы́сть на мнѣ̀ рꙋка̀ гдⷭ҇нѧ,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
835	8	хранилища	храни̑лища	unknown	untyped	филактерии (особые кожаные кошельки с выписками из Св. Писания)	synodal:candidate:e8e01570c8e86073d6f5d3e1	synodal:candidate:1b9addfa7e7f4445960bf0fa	III_Esdra.6.22	и҆ а҆́бїе ꙗ҆вѧ́тсѧ мѣста̀ насѣ̑ѧннаѧ ненасѣ̑ѧна, и҆ пѡ́лнаѧ храни̑лища внеза́пꙋ ѡ҆брѧ́щꙋтсѧ пра̑здна:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
836	8	чаѧнїе	ча́ѧнїе	unknown	untyped	ожидание, чаяние, предположение, надежда и страх	synodal:candidate:4997781171020d81210dfba4	synodal:candidate:506cbc1f39baf8bdd4a128cf	Ezek.19.5	И҆ ви́дѣ, ꙗ҆́кѡ ѿведе́нъ бы́сть ѿ неѧ̀, и҆ поги́бе ча́ѧнїе є҆ѧ̀: и҆ взѧ̀ и҆на́го ѿ льви́чищъ свои́хъ и҆ льво́мъ ᲂу҆чинѝ є҆го̀,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
837	8	єрмѡнъ	є҆́рмѡнъ	unknown	untyped	Ермон, горный хребет	synodal:candidate:5d72dc2e762908796205d0ee	synodal:candidate:7cf0c3f97e3875ac61cd1096	III_Macc.5.2	Сїѧ̑ же повелѣ́въ возврати́сѧ на пи́ршество, собра́въ наипа́че тѣ́хъ дрꙋгѡ́въ и҆ во́инѡвъ, и҆̀же ненави́дѧхꙋ і҆ꙋде́ѡвъ: а҆ слононача́льникъ є҆́рмѡнъ повелѣ́нное прили́чнѡ соверша́ше.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
838	8	іасѡнъ	і҆асѡ́нъ	unknown	untyped	Иасон, ученик ап. Павла	synodal:candidate:8045b8a6d42fc50ec6ef00dc	synodal:candidate:3d9f4bfad4c6eac8eaa88e39	II_Macc.4.7	Ѡ҆ста́вльшꙋ же житїѐ селе́ѵкꙋ и҆ прїе́мшꙋ ца́рство а҆нтїо́хꙋ, и҆́же нарица́шесѧ є҆пїфа́нъ, жела́ше і҆асѡ́нъ бра́тъ ѻ҆ні́инъ а҆рхїере́йства,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
839	8	ѡставлѧю	ѡ҆ставлѧ́ю	unknown	untyped	отпускаю, освобождаю, отменяю	synodal:candidate:516078c5bf12eb97686a5979	synodal:candidate:5e8862ce4c6eb2e6882f17f8	Eccles.2.18	И҆ возненави́дѣхъ а҆́зъ всѧ́чєскаѧ мі́ра и҆ трꙋ́дъ мо́й, и҆́мже а҆́зъ трꙋжда́юсѧ под̾ со́лнцемъ, ꙗ҆́кѡ ѡ҆ставлѧ́ю є҆го̀ человѣ́кꙋ бꙋ́дꙋщемꙋ по мнѣ̀.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
840	8	ѳавѡръ	ѳавѡ́ръ	unknown	untyped	Фавор, гора	synodal:candidate:d3e6a205ca0610b7107a7859	synodal:candidate:7c05455e7b6109505085133e	I_Paral.6.77	И҆ сынѡ́мъ мера̑рїнымъ ѡ҆ста́вшымсѧ ѿ колѣ́на завꙋлѡ́нѧ реммѡ́нъ и҆ подгра̑днаѧ є҆гѡ̀, и҆ ѳавѡ́ръ съ подгра́дными є҆гѡ̀,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
841	8	ѻгнище	ѻ҆гни́ще	unknown	untyped	жаровня, очаг, 2. пламя, жар, 3. выжженная в лесу полоса земли для посева льна или зерна	synodal:candidate:68d5f9d0567c90da659cae93	synodal:candidate:fe9ac84ef5e42550fd153c6c	Ex.27.4	И҆ да сотвори́ши є҆мꙋ̀ ѻ҆гни́ще на подо́бїе мре́жи мѣ́дѧно: и҆ сотвори́ши ѻ҆гни́щꙋ четы́ри кѡльца̀ мѣ̑дѧна на четы́ри страны̑,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
842	8	ѿмстити	ѿмсти́ти	unknown	untyped	воздать, расплатиться, отомстить	synodal:candidate:702391219c427262b421babc	synodal:candidate:07530e42e9ab8dc809afc4b8	Esther.6.13	И҆ сказа̀ а҆ма́нъ слꙋчи̑вшаѧсѧ є҆мꙋ̀ зѡса́рѣ женѣ̀ свое́й и҆ дрꙋгѡ́мъ свои̑мъ. И҆ рѣ́ша є҆мꙋ̀ дрꙋ́зїе є҆гѡ̀ и҆ жена̀: а҆́ще ѿ пле́мене і҆ꙋде́йскагѡ мардохе́й, на́чалъ є҆сѝ смирѧ́тисѧ пред̾ ни́мъ, па́даѧ паде́ши, и҆ не возмо́жеши є҆мꙋ̀ ѿмсти́ти, ꙗ҆́кѡ бг҃ъ живы́й є҆́сть съ ни́мъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
843	8	ѿпꙋщати	ѿпꙋща́ти	unknown	untyped	отпускать, отвязывать, освобождать, разделять	synodal:candidate:e933e664650b81d46084779e	synodal:candidate:f4cb2d65ede9783ca838ca64	Heb.10.4	невозмо́жно бо кро́ви ю҆́нчей и҆ ко́злей ѿпꙋща́ти грѣхѝ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
844	7	колъ	ко́лъ	noun	lexical-form	stake	synodal:candidate:5eebfb0d4930cd0f61576aab	synodal:candidate:8d9e0afaca8b26cad5b68d8d	Ezek.15.3	А҆́ще во́змꙋтъ ѿ негѡ̀ дре́во, є҆́же сотвори́ти дѣ́ло; и҆ а҆́ще во́змꙋтъ ко́лъ ѿ негѡ̀, є҆́же ѡ҆бѣ́сити на не́мъ кі́й-либо сосꙋ́дъ;	blocked-ambiguous-homograph	surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
845	7	пира	пи́ра	noun	lexical-form	bag	synodal:candidate:4932bb00ee4aa1684a73c4b9	synodal:candidate:1246990adae6e6c1c2f361b6	Esther.1.5	И҆ є҆гда̀ и҆спо́лнишасѧ дні́е пи́ра, сотворѝ ца́рь пи́ршество ꙗ҆зы́кѡмъ ѡ҆брѣ́тшымсѧ во гра́дѣ (сꙋ́сѣхъ) на дні́й ше́сть во дворѣ̀ до́мꙋ царе́ва,	blocked-ambiguous-homograph	surface belongs to multiple OCS lexeme paradigms; target identity must be resolved manually
846	7	аермѡнъ	а҆ермѡ́нъ	unknown	untyped	гора Аермон	synodal:candidate:4954c09de501160392654fbf	synodal:candidate:13b5f4573ef391bab52a749d	Deut.4.48	ѿ а҆рои́ра, и҆́же є҆́сть во ᲂу҆́стїи водоте́чи а҆рнѡ́ни и҆ ᲂу҆ горы̀ сїѡ́на, ꙗ҆́же є҆́сть а҆ермѡ́нъ,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
847	7	бдѣнїе	бдѣ́нїе	unknown	untyped	бодрствование, бдение	synodal:candidate:d7c42c5110ced4e42fce5f3d	synodal:candidate:6f2fd135c1d40a1e9ef3757e	Sirach.1.0	Поне́же мнѡ́гаѧ и҆ вели̑каѧ на́мъ чрез̾ зако́нъ и҆ прⷪ҇ро́ки и҆ и҆ны́хъ послѣ́довавшихъ и҆̀мъ дана̑ бы́ша, ѡ҆ ни́хже подоба́етъ хвали́ти і҆и҃лѧ наказа́нїѧ и҆ премꙋ́дрости ра́ди, и҆ ꙗ҆́кѡ не то́кмѡ са́ми чтꙋ́ще до́лжни разꙋ́мными бы́ти, но да и҆ и҆ностра́нныхъ возмо́гꙋтъ прилѣ́жнѡ ᲂу҆ча́щесѧ по́льзовати, и҆ глаго́люще и҆ пи́шꙋще: дѣ́дъ мо́й і҆исꙋ́съ мно́жайше себѐ вда́въ въ чте́нїе зако́на же и҆ прⷪ҇ро́кѡвъ и҆ и҆ны́хъ ѻ҆те́ческихъ кни́гъ, и҆ въ си́хъ дово́льное и҆скꙋ́сство стѧжа́въ, понꙋ́дисѧ и҆ са́мъ написа́ти нѣ́что ѿ надлежа́щихъ къ наказа́нїю и҆ премꙋ́дрости, да прилѣ́жнѡ ᲂу҆ча́щїисѧ, и҆ си́хъ прича̑стницы бы́вше, мно́гѡ па́че ᲂу҆спѣ́ютъ въ зако́ннѣмъ житїѝ. Бꙋ́дите ᲂу҆̀бо ᲂу҆моле́нни, да со благоволе́нїемъ и҆ внима́нїемъ чте́те, и҆ проще́нїе пода́сте, а҆́ще въ нѣ́кїихъ возмни́мсѧ недово́льни бы́ти во и҆столкова́нїи люботрꙋ́днѡ и҆з̾ѡбрѣ́тенныхъ рече́нїй: не ра́внꙋю бо си́лꙋ и҆́мꙋтъ та̑ въ себѣ̀, ꙗ҆̀же є҆вре́йски глаго́лєма сꙋ́ть, є҆гда̀ преведꙋ́тсѧ на и҆́ный ѧ҆зы́къ: не то́кмѡ же сїѧ̑, но и҆ са́мый зако́нъ и҆ прⷪ҇ро́чєства и҆ про́чыѧ кни̑ги не ма́лое и҆мѣ́ютъ ра́знство въ себѣ̀ чтѡ́мыѧ. Въ три́десѧть бо ѻ҆смѣ́мъ лѣ́тѣ при є҆ѵерге́тѣ царѝ прише́дъ во є҆гѵ́петъ и҆ преме́дливъ, ѡ҆брѣто́хъ нема́лагѡ наказа́нїѧ сви́токъ, за нꙋ́ждѣйшее вмѣни́хъ са́мъ привнестѝ нѣ́кое тща́нїе и҆ трꙋдолю́бїе къ преведе́нїю тоѧ̀ кни́ги, мно́гое бдѣ́нїе и҆ и҆скꙋ́сство привне́съ въ разстоѧ́нїи вре́мене, къ концꙋ̀ приводѧ̀ кни́гꙋ и҆зда́ти, и҆ въ преселе́нїи хотѧ́щымъ ᲂу҆чи́тисѧ, пред̾ꙋготовлѧ́ющымъ нра́вы зако́ннѡ жи́тельствовати.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
848	7	благоꙋханїе	благоꙋха́нїе	unknown	untyped	сосуд для курения фимиама	synodal:candidate:8cfe021e237f7b094c0e5006	synodal:candidate:205a034be8ab639ba2cc6f8e	Jerem.25.10	и҆ погꙋблю̀ ѿ ни́хъ гла́съ ра́дости и҆ гла́съ весе́лїѧ, гла́съ жениха̀ и҆ гла́съ невѣ́сты, благоꙋха́нїе мѵ́ра и҆ свѣ́тъ свѣти́льника:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
849	7	братисѧ	бра́тисѧ	unknown	untyped	сражаться	synodal:candidate:17d7f93d88e6e538db818d29	synodal:candidate:5023efd544feaaf160f1e91c	Esther.1.1	Въ лѣ́то второ́е ца́рства а҆ртаѯе́рѯа вели́кагѡ, въ пе́рвый де́нь мцⷭ҇а нїса́на, со́нъ ви́дѣ мардохе́й сы́нъ і҆аі́ровъ, семе́евъ, кїсе́евъ, ѿ пле́мене венїамі́нѧ, человѣ́къ і҆ꙋде́анинъ, ѡ҆бита́ѧй въ сꙋ́сѣхъ гра́дѣ, человѣ́къ вели́къ, слꙋжа̀ во дворѣ̀ царе́вѣ: бѣ́ же ѿ плѣне́нныхъ, и҆̀хже плѣнѝ навꙋходоно́соръ ца́рь вавѷлѡ́нскїй ѿ і҆ерⷭ҇ли́ма, со і҆ехоні́ею царе́мъ і҆ꙋде́йскимъ. И҆ сицево̀ є҆гѡ̀ со́нїе: и҆ сѐ, гла́съ ᲂу҆жа́сный, гро́ми и҆ трꙋ́съ и҆ смѧте́нїе на землѝ: и҆ сѐ, два̀ ѕмі̑а вели̑ка произыдо́ста, готѡ́ва ѻ҆́ба междꙋ̀ собо́ю бра́тисѧ, и҆ бы́сть гла́съ и҆́хъ вели́къ, и҆ гла́сомъ и҆́хъ ᲂу҆гото́васѧ всѧ́къ ꙗ҆зы́къ на бра́нь, да и҆стребѧ́тъ ꙗ҆зы́къ првⷣныхъ: и҆ сѐ, де́нь тьмы̀ и҆ мра́ка, ско́рбь и҆ тѣснота̀, и҆ ѡ҆ѕлобле́нїе и҆ смѧте́нїе ве́лїе на землѝ, и҆ возмꙋти́сѧ всѧ́къ ꙗ҆зы́къ првⷣнъ, боѧ́щесѧ ѕло́бы и҆́хъ, и҆ ᲂу҆гото́вашасѧ на поги́бель, и҆ возопи́ша ко гдⷭ҇ꙋ: ѿ во́плѧ же и҆́хъ бы́сть а҆́ки ѿ ма́лагѡ и҆сто́чника рѣка̀ ве́лїѧ, вода̀ мно́га: и҆ свѣ́тъ и҆ со́лнце возсїѧ̀, и҆ смире́ннїи вознесо́шасѧ и҆ поѧдо́ша сла́вныхъ. И҆ возбнꙋ́въ мардохе́й ви́дѣвый со́нїе сїѐ, и҆ є҆́же бг҃ъ восхотѣ̀ сотвори́ти, содержа́ше со́нїе сїѐ въ се́рдцы, и҆ во всѧ́цѣмъ словесѝ хотѧ́ше разꙋмѣ́ти є҆̀ да́же до но́щи. И҆ пребыва́ше мардохе́й во дворѣ̀ со гава́ѳомъ и҆ ѳа́рромъ двѣма̀ є҆ѵнꙋ́хома царе́выма, и҆̀же стрежа́ста дво́ръ: и҆ слы́ша разглагѡ́льствїѧ и҆́хъ, и҆ совѣ́ты и҆́хъ и҆спыта̀, и҆ разꙋмѣ̀, ꙗ҆́кѡ гото́вѧтъ рꙋ́цѣ своѝ возложи́ти на царѧ̀ а҆ртаѯе́рѯа: и҆ сказа̀ царю̀ ѡ҆ ни́хъ. И҆ и҆спыта̀ ца́рь двꙋ̀ є҆ѵнꙋ̑хꙋ своє́ю, и҆ и҆сповѣ̑давша повѣ̑шена бы́ста. И҆ написа̀ ца́рь словеса̀ сїѧ̑ на па́мѧть, и҆ мардохе́й написа̀ ѡ҆ словесѣ́хъ си́хъ. И҆ повелѣ̀ ца́рь мардохе́ю слꙋжи́ти во дворѣ̀ и҆ дадѐ є҆мꙋ̀ да́ры за сїѐ. И҆ бѣ̀ а҆ма́нъ а҆мада́ѳовъ вꙋге́анинъ сла́венъ пред̾ царе́мъ и҆ восхотѣ̀ ѡ҆ѕло́бити мардохе́а и҆ люді́й є҆гѡ̀ двꙋ̀ ра́ди є҆ѵнꙋ̑хꙋ царє́вꙋ. И҆ бы́сть по словесѣ́хъ си́хъ во дне́хъ а҆ртаѯе́рѯа: се́й а҆ртаѯе́рѯъ ѿ і҆нді́и ѡ҆блада́ше сто̀ два́десѧть седмїю̀ страна́ми (да́же до є҆ѳїо́пїи):	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
850	7	бывати	быва́ти	unknown	untyped	становиться, делаться, 2. вспомогательный глагол в страдательных конструкциях, 3. совокупляться	synodal:candidate:ce47c373d89f512fe4d98de6	synodal:candidate:184dd0df6226e5421a8b46ff	Acts.4.30	внегда̀ рꙋ́кꙋ твою̀ простре́ти тѝ во и҆сцѣлє́нїѧ, и҆ зна́менїємъ и҆ чꙋдесє́мъ быва́ти и҆́менемъ ст҃ы́мъ ѻ҆́трока твоегѡ̀ і҆и҃са.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
851	7	бѣдство	бѣ́дство	unknown	untyped	бедствие, опасность	synodal:candidate:4328f11a573f34c4908b0c7f	synodal:candidate:51a4a324c90fa100d703f07b	Amos.5.9	гдⷭ҇ь бг҃ъ вседержи́тель и҆́мѧ є҆мꙋ̀: раздѣлѧ́ѧй сокрꙋше́нїе на крѣ́пость и҆ бѣ́дство на тверды́ню наводѧ́й.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
852	7	васанъ	васа́нъ	unknown	untyped	Васан, страна	synodal:candidate:eff96312507b1bb7dd5ae691	synodal:candidate:d766a228e45faebce9694dcf	Deut.3.10	Всѝ гра́ды мїсѡ́рѡвы, и҆ ве́сь галаа́дъ, и҆ ве́сь васа́нъ да́же до є҆́лхи и҆ є҆драі́ма, гра́ды ца́рствїѧ ѡ҆́гова въ васа́нѣ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
853	7	воздꙋхъ	воздꙋ́хъ	unknown	untyped	верхний слой воздуха, эфир, 2. воздух, 3. плат, покрывающий Чашу и Дискос	synodal:candidate:c62c2f9bc619329385e8709d	synodal:candidate:e52460b08a9e81041d59bacc	Acts.22.23	Вопїю́щымъ же и҆̀мъ и҆ ме́щꙋщымъ ри̑зы и҆ пра́хъ возмета́ющымъ на воздꙋ́хъ,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
854	7	возложенїе	возложе́нїе	unknown	untyped	капитель, венец, 2. жертвенный дар, приношение	synodal:candidate:6a028658a9885aa53b87bdd0	synodal:candidate:66198f3b687a229637eb2672	III_Kings.7.20	и҆ строе́нїе над̾ ѻ҆бои́ми столпа́ми, и҆ свы́ше стра́нъ возложе́нїе строе́нїѧ, и҆ ꙗ҆́блокѡвъ двѣ́сти рѧдѡ́въ ѡ҆́колѡ на вторѣ́й главѣ̀.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
855	7	возмощи	возмощѝ	unknown	untyped	мочь, иметь силу	synodal:candidate:cb7e88c16920d4e1f5711fe1	synodal:candidate:94ccf314ea7dcb9105d25d6d	Eph.6.11	ѡ҆блецы́тесѧ во всѧ̑ ѻ҆рꙋ̑жїѧ бж҃їѧ, ꙗ҆́кѡ возмощѝ ва́мъ ста́ти проти́вꙋ ко́знемъ дїа́вѡльскимъ,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
856	7	восоръ	восо́ръ	unknown	untyped	Восор, город, где жил пророк Валаам	synodal:candidate:949c53bedbe3229e7ac1cf6f	synodal:candidate:9329b957346359756c813dad	Deut.4.43	восо́ръ въ пꙋсты́ни въ землѝ се́льнѣй рꙋви́мꙋ, и҆ раммѡ́ѳъ въ галаа́дѣ га́ддꙋ, и҆ гаѵлѡ́нъ въ васа́нѣ манассі́и.	blocked-ambiguous-homograph	multiple mixed-recension Ponomar dictionary identities share this headword; target identity, part of speech, and cell require contextual adjudication
857	7	высокїй	высо́кїй	unknown	untyped	возвышенный	synodal:candidate:15c516c847f6357d8d9d0325	synodal:candidate:fb119e6576debcf2555ca5fe	Eccles.5.7	А҆́ще ѡ҆би́дꙋ ни́щагѡ и҆ расхище́нїе сꙋда̀ и҆ пра́вды ᲂу҆ви́диши во странѣ̀, не диви́сѧ ѡ҆ ве́щи: ꙗ҆́кѡ высо́кїй над̾ высо́кимъ надзира́тель, и҆ высо́цыи над̾ ни́ми,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
858	7	вѣждь	вѣ́ждь	unknown	untyped	знающий, вежливый	synodal:candidate:9cfaf4b9ec1808b9a686866a	synodal:candidate:3d159606ba20ba71f1249360	Dan.6.15	Тогда̀ мꙋ́жїе ѻ҆́нїи глаго́лаша царю̀: вѣ́ждь, царю̀ ꙗ҆́кѡ ми́дѡмъ и҆ пе́рсѡмъ не лѣ́ть є҆́сть премѣни́ти всѧ́кагѡ предѣ́ла и҆ ᲂу҆ста́ва, є҆го́же ца́рь ᲂу҆ста́витъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
859	7	говѧда	говѧ̑да	unknown	untyped	крупный рогатый скот, быки и коровы	synodal:candidate:595f75f4c330594e341be518	synodal:candidate:4cd710d4961a96348b5725f3	Ex.9.3	сѐ, рꙋка̀ гдⷭ҇нѧ бꙋ́детъ на скоты̀ твоѧ̑ въ полѧ́хъ и҆ на ко́ни, и҆ на ѻ҆слы̀ и҆ на вельблю́ды, и҆ на говѧ̑да и҆ на ѻ҆́вцы, сме́рть вели́ка ѕѣлѡ̀:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
860	7	гоненїе	гоне́нїе	unknown	untyped	путь, движение	synodal:candidate:296f35d0c5a8c2942da52057	synodal:candidate:4c7dcc9b3e8a45b4e6aa5d84	Acts.8.1	Са́ѵлъ же бѣ̀ соизволѧ́ѧ ᲂу҆бі́йствꙋ є҆гѡ̀. Бы́сть же въ то́й де́нь гоне́нїе ве́лїе на цр҃ковь і҆ерⷭ҇ли́мскꙋю: вси́ же разсѣ́ѧшасѧ по страна́мъ і҆ꙋдє́йскимъ и҆ самарі̑йскимъ, кромѣ̀ а҆пⷭ҇лъ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
861	7	гордость	го́рдость	unknown	untyped	помпа, показная пышность, 2. тяжесть, 3. надменность, превозношение	synodal:candidate:5292b7711a793b26e4994ee9	synodal:candidate:77779eff28637940e4ac557b	Ezek.16.49	Ѻ҆ба́че сїѐ беззако́нїе содо́мы сестры̀ твоеѧ̀, го́рдость въ сы́тости хлѣ́ба и҆ во и҆з̾ѻби́лїи вїна̀, и҆ сластолю́бствоваша та̀ и҆ дщє́ри є҆ѧ̀: сїѐ бѧ́ше є҆́й и҆ дще́ремъ є҆ѧ̀: и҆ рꙋкѝ ᲂу҆бо́гомꙋ и҆ ни́щемꙋ не подаѧ́хꙋ,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
862	7	горесть	го́ресть	unknown	untyped	горечь	synodal:candidate:f7df72d2ca1cd72f7d1e76a0	synodal:candidate:87601eb483f9e7a0ad43f4b0	Amos.6.12	А҆́ще поженꙋ́тъ въ ка́менїѧхъ ко́ни; и҆ а҆́ще ᲂу҆мо́лкнꙋтъ въ же́нстѣмъ по́лꙋ; ꙗ҆́кѡ ѡ҆брати́сте на гнѣ́въ сꙋ́дъ, и҆ пло́дъ пра́вды на го́ресть,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
863	7	денница	денни́ца	unknown	untyped	утренняя звезда, заря; 2. Люцифер, Сатана	synodal:candidate:b6aa2fbdfd799c2d338843ee	synodal:candidate:0d79f3027d8e505b227a4ff2	Apoc.22.16	А҆́зъ і҆и҃съ посла́хъ а҆́гг҃ла моего̀ засвидѣ́тельствовати ва́мъ сїѧ̑ въ цр҃квахъ. А҆́зъ є҆́смь ко́рень и҆ ро́дъ дв҃довъ, и҆ ѕвѣзда̀ ᲂу҆́треннѧѧ и҆ денни́ца.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
864	7	держати	держа́ти	unknown	untyped	обладать, 2. властвовать, 3. соблюдать	synodal:candidate:4451ed8b2e6c2e20db367dc8	synodal:candidate:d67c5b98f43a50bd53e0f981	Ex.31.16	и҆ да сохранѧ́тъ сы́нове і҆и҃лєвы сꙋббѡ̑ты держа́ти ѧ҆̀ въ ро́ды и҆́хъ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
865	7	дивитисѧ	диви́тисѧ	unknown	untyped	смотреть	synodal:candidate:f930e7cb2c11b91977a12ab6	synodal:candidate:a547f878d278b5569fae6dcb	Composite.8.14	[Матѳ 27:14] И҆ не ѿвѣща̀ є҆мꙋ̀ ни къ є҆ди́номꙋ глаго́лꙋ, ꙗ҆́кѡ диви́тисѧ и҆ге́мѡнꙋ ѕѣлѡ̀.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
866	7	звизданїе	звизда́нїе	unknown	untyped	свист, шипение, 2. посмеяние, издевательство	synodal:candidate:a4e9a835457ecfb4b365d3ab	synodal:candidate:9820e131d5864ae6d760a6ff	Jerem.18.16	є҆́же положи́ти зе́млю свою̀ въ запꙋстѣ́нїе и҆ во звизда́нїе вѣ́чное: всѧ́къ, и҆́же пре́йдетъ по не́й, почꙋди́тсѧ и҆ покива́етъ главо́ю свое́ю:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
867	7	зданїе	зда́нїе	unknown	untyped	создание, творение, изделие	synodal:candidate:17c1fe004b7646a621b2f344	synodal:candidate:841795c4874eb79d61169073	III_Esdra.8.38	поне́же не и҆́стиннѡ помы́шлю на зда́нїе си́хъ, и҆̀же согрѣши́ша пре́жде сме́рти, пре́жде сꙋда̀, пре́жде погꙋбле́нїѧ,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
868	7	зіфъ	зі́фъ	unknown	untyped	город близ пустыни, где скрывался Давид	synodal:candidate:c19f867127dcae11cb85127b	synodal:candidate:d474188ddacdae1170760fd4	II_Paral.11.8	и҆ ге́ѳъ и҆ марїса́нъ, и҆ зі́фъ	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
