candidate_id	decision	linked_lexeme_id	admitted_class	admitted_stem	gender	aspect	number_restriction	animacy	stem_alternants	principal_parts	accent_metadata	positional_metadata	abbreviation_metadata	normative_source	normative_citation	target_evidence	semantic_evidence	confidence_bp	assumptions	review_note
synodal:family-candidate:cb8b1a147872a70962f0d577	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:locked-corpus-poslushati-family		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after frontier review: the two finite-looking surfaces do not independently establish lemma identity, aspect, complete present/future principal parts, other verbal systems, or an accent paradigm.
synodal:family-candidate:b77645b2274b963256b3ca23	deferred															ponomar-elizabeth-bible-2026-08-09:Apoc.2.5 source-partition surface witness		1500	A recurring surface and likely adverbial shape are prioritization evidence only	Deferred at the v0.15 top-200 gate: ѿкꙋ́дꙋ still lacks a reviewed stable lexeme identity, semantic evidence row, and exact indeclinable admission contract.
synodal:family-candidate:740acbdb948fdd81b612543b	admitted	synodal:noun:ponoshenie	first-soft-ie-n	поношенї	neuter		singular,dual,plural	inanimate			fixed acute on the third stem vowel	regular soft -їе neuter endings		alypy-gamanovich-grammar-web-2023	§§34–37	ponomar-dan-3-33-ponoshenie-nominative-singular,ponomar-i-kings-25-39-ponosheniya-genitive-singular,ponomar-iii-macc-6-28-ponoshenii-locative-singular	ponomar-sci-ponoshenie-semantic,sense:v21:noun:ponoshenie	10000	Unattested cells are transparent products of Alypy's complete soft-neuter -їе table and are not represented as direct attestations.	Admitted as a complete productive inanimate soft -їе neuter after the SCI identity and three disjoint source-partition Synodal cells established the stem, class, and fixed accent; Job.19.5 remains held out.
synodal:family-candidate:6592bfb562809cbfad35a609	deferred															ponomar-elizabeth-bible-2026-08-09:Deut.10.6 source-partition surface witness		1500	The -ошасѧ ending is a diagnostic finite-verb hypothesis, not a principal-part or lexical-identity proof	Deferred at the v0.15 top-200 gate: воздвиго́шасѧ lacks an independently reviewed lemma, aspect, aorist formation, reflexive identity, and complete principal parts.
synodal:family-candidate:570cacf70c46c8a703f371e2	deferred															ponomar-elizabeth-bible-2026-08-09:Composite.6.7 source-partition surface witness		1500	The visible мꙋжеск- shape does not by itself establish adjective class, form, or lexical identity	Deferred at the v0.15 top-200 gate: мꙋ́жескъ lacks reviewed semantic identity, a typed adjective cell, and a complete short/long class contract.
synodal:family-candidate:6a92b2fb388304b281a3136b	deferred													alypy-gamanovich-grammar-web-2023	§§27,34–37 require a stable lexical identity and complete soft-neuter metadata before productive admission	ponomar-elizabeth-bible-2026-08-09:Amos.1.4,Amos.1.10	synodal:candidate:36b79e5f94d88775026f9aba	3000	The target surfaces establish real uses but do not by themselves distinguish one accent/positional paradigm or prove every lexical stem fact.	Deferred after v16 top-200 review: ѡ҆снова́нїе/ѡ҆снова̑нїѧ has target witnesses and mixed-recension semantics, but the lexical identity, complete target cell review, accent alternation, and positional behavior remain incomplete.
synodal:family-candidate:a41feaabafff3286e1f33ac2	deferred													alypy-gamanovich-grammar-web-2023	§§50–57 require a stable adjective identity, class, and accent contract	ponomar-elizabeth-bible-2026-08-09:Eph.5.5,Ezek.4.13	ud-ocs-proiel-r2.18:synodal:candidate:0fd3519b1d428548585b25bc,ud-ocs-proiel-r2.18:synodal:candidate:213ae1f1c97a4f60bd27b2de	2000	OCS parses support comparison but cannot type the target-recension homograph or substitute for a Synodal lexical and accent review.	Deferred after v16 top-200 review: нечи́стъ is directly attested, but the current evidence does not yet establish one stable Synodal adjective identity, the intended homographic cells, full positive paradigm, or reusable accent metadata.
synodal:family-candidate:2056aef85cedeecc6666bb36	deferred													alypy-gamanovich-grammar-web-2023	§§79–104 require a stable verb identity and independent principal parts for every claimed system	ponomar-elizabeth-bible-2026-08-09:Acts.1.7,Acts.17.19	synodal:candidate:0c65caca4f30b305cc4080a8	2000	An infinitive occurrence and mixed-recension semantic candidate do not license finite or participial principal parts.	Deferred after v16 top-200 review: разꙋмѣ́ти is a real target infinitive with semantic support, but the stable lemma mapping, aspect, conjugation, independent system stems, and complete accent contract remain unreviewed.
synodal:family-candidate:1936014286931a387c19369f	admitted	synodal:adjective:iudin	possessive-in	іꙋдин			singular,dual,plural	any			fixed acute background with exact kamora plural overrides			alypy-gamanovich-grammar-web-2023	§§50–53,57	ponomar-ezek-8-1-iudiny-nominative-plural-masculine,ponomar-ii-kings-19-43-iudinym-dative-plural-masculine	sense:v16:adjective:iudin	10000	The exact kamora rows override only their typed cells; the acute productive background remains unchanged.	Admitted as the directly attested kamora nominative- and dative-plural series of the already reviewed productive І҆ꙋ́да-derived possessive family.
synodal:family-candidate:300b0990a08f1ba713b98a6b	deferred															ponomar-elizabeth-bible-2026-08-09:Composite.7.3,Deut.28.6,Deut.31.16,Ezek.40.11		1500	The diagnostic cluster mixes a noun surface with finite or infinitival verb-like surfaces and cannot establish one lexeme.	Deferred after v17 frontier review: входи́ти, вхо́дѧтъ, вхо́дитъ, and вхо́да require separate lexical identities, typed cells, principal parts, and accent contracts rather than admission as one stem cluster.
synodal:family-candidate:40691ca2110022c1a93b65e9	deferred															ponomar-elizabeth-bible-2026-08-09:Heb.12.14,Job.21.20		1500	Two future-looking surfaces do not establish the governing lemma, aspect, conjugation, or complete system stems.	Deferred after v17 frontier review: ѹ҆́зрѧтъ and ѹ҆́зритъ are target-attested but require a reviewed verb identity, distribution, principal parts, and accent contract.
synodal:family-candidate:eb6de8547704f939eb89122c	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.2.2	synodal:candidate:92db9131a5afaf7b162e0383	3500	Mixed-recension dictionary semantics and one target passage do not yet establish the exact Synodal part of speech and invariant-cell contract.	Deferred after v17 frontier review: внеза́пꙋ is strongly lexicalized, but its stable target category and an evaluation-disjoint exact invariant contract still require explicit review.
synodal:family-candidate:ef94e980b5a1fc4a5a6d0a10	deferred															ponomar-elizabeth-bible-2026-08-09:Dan.14.3		1500	One surface and a heuristic plural suggestion do not distinguish noun identity, case, number, or accent paradigm.	Deferred after v17 frontier review: мꙋкѝ requires lexical and contextual adjudication before a productive or exact noun analysis can be admitted.
synodal:family-candidate:2846f915d9328b4838651527	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.2.41		1500	The surface cluster does not by itself establish the verb lemma, aorist cell, aspect, principal parts, or accent distribution.	Deferred after v17 frontier review: прїѧ́ша is target-attested but awaits a complete reviewed verb identity and source-bounded system contract.
synodal:family-candidate:2db8dc109e1a6dcc62e452fc	deferred															ponomar-elizabeth-bible-2026-08-09:Apoc.3.18		1500	The surface cluster does not by itself establish the reflexive verb lemma, future cell, principal parts, or accent distribution.	Deferred after v17 frontier review: ꙗ҆ви́тсѧ is target-attested but awaits a complete reviewed reflexive verb identity and system contract.
synodal:family-candidate:713b0bca8bfe069775d334b3	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.2.45		1500	The diagnostic ending is compatible with several nominal cells and does not establish one stable lexeme or class.	Deferred after v17 frontier review: и҆мѣ́нїѧ requires lexical identity and contextual cell adjudication before exact or productive admission.
synodal:family-candidate:d5be53bc474d3604d2ff5013	deferred															ponomar-elizabeth-bible-2026-08-09:Apoc.12.17		1500	The surface cluster does not by itself establish the reflexive verb lemma, aorist cell, principal parts, or accent distribution.	Deferred after v17 frontier review: разгнѣ́васѧ is target-attested but awaits a complete reviewed reflexive verb identity and system contract.
synodal:family-candidate:48bae692acbf984c25abaccb	admitted	synodal:proper-noun:daniil	first-hard-m	данїил	masculine		singular,dual,plural	animate			fixed acute on и	preserve їи sequence		alypy-gamanovich-grammar-web-2023	§§34–37	ponomar-dan-1-6-daniil-nominative-singular,ponomar-dan-2-13-daniila-accusative-singular,ponomar-dan-1-7-daniilu-dative-singular,ponomar-dan-4-15-daniile-vocative-singular	ponomar-sci-daniil-semantic,sense:v18:proper-noun:daniil	10000	Unattested dual and plural cells are grammatical class products and are not corpus claims.	Admitted after the SCI prophet identity and four independent target cells established the animate hard-masculine Daniel family, fixed accent, and spelling.
synodal:family-candidate:3e8ea4cebe435464011203f5	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.2.14 source-partition surface witness		1500	A recurring finite-looking surface does not establish one lemma, aspect, aorist formation, or complete principal parts.	Deferred after v18 frontier review: воздви́же requires a reviewed verb identity, typed target cell, stem alternation, reusable accent metadata, and independently evidenced system inventory.
synodal:family-candidate:db64affefbffa242438e92b7	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.10.25 source-partition surface witness		1500	The reflexive surface is compatible with more than one finite analysis and cannot establish a full lexical or principal-part contract.	Deferred after v18 frontier review: поклони́сѧ awaits a reviewed reflexive verb identity, aspect, typed aorist cell, system stems, accent paradigm, and disjoint evaluation evidence.
synodal:family-candidate:1e3bcb59d30661f4c26a69db	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.21.28,Apoc.3.4,Lev.13.3 source-partition surface witnesses		1500	The grouped finite surfaces suggest a verb family but do not establish their homography, aspect, conjugation, or complete principal parts.	Deferred after v18 frontier review: ѡ҆скверни́ша, ѡ҆скверни́тъ, and ѡ҆сквернѝ require contextual cell adjudication and a complete reviewed verbal system before productive admission.
synodal:family-candidate:e90e50448d6a15834cbcee80	deferred															ponomar-elizabeth-bible-2026-08-09:Apoc.1.10,II_Esdra.5.2 source-partition surface witnesses		1500	Instrumental and nominative or accusative plural surfaces support a trumpet noun hypothesis but not its complete class or accent behavior.	Deferred after v18 frontier review: трꙋба́ми and трꙋбы̀ need a stable target lemma, gender, typed cells, full declension, and mobile accent review before admission.
synodal:family-candidate:e410079e66292b06519cdb18	deferred															ponomar-elizabeth-bible-2026-08-09:Amos.8.5,Ezek.28.4 source-partition surface witnesses		1500	The grouped plural surfaces do not independently establish one lexical identity, case distribution, noun class, or omega/o alternation.	Deferred after v18 frontier review: сокрѡ́вища and сокро́вищихъ require semantic identity, typed cells, a complete target declension, accent mobility, and positional-letter evidence.
synodal:family-candidate:2cd53c72bbc9c81c447abe58	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.27.40 source-partition surface witness	synodal:candidate:bbe834d6bff2e4de7b5f86de	2500	SCI supports the meaning together or jointly, but mixed-recension semantics and corpus frequency do not by themselves establish an exact invariant target category.	Deferred after v18 frontier review: кꙋ́пнѡ is a strong adverb candidate but still needs independent category evidence, exact target admission, and a disjoint held-out occurrence.
synodal:family-candidate:371fcb2f8313967fa736e979	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.20.15 source-partition surface witness		1500	A repeated attributive surface does not distinguish adjective, ordinal-like determiner, or substantivized use and cannot license a complete paradigm.	Deferred after v18 frontier review: дрꙋгі́й requires reviewed lexical identity, class, agreement cells, animacy behavior, spelling, and accent metadata.
synodal:family-candidate:0096b4619a577bdd672eb5d9	deferred															ponomar-elizabeth-bible-2026-08-09:Deut.7.13 source-partition surface witness	synodal:candidate:59c9ed49a131e1518d55dac9	2500	SCI supports oil semantics, but one syncretic target surface does not establish gender, case, number, declension, or accent mobility.	Deferred after v18 frontier review: є҆ле́й is lexically strong but awaits a complete noun-class review with independently typed target cells and positional metadata.
synodal:family-candidate:b1b3870d6122bf4787c557a0	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.9.31,Ezek.47.8 source-partition surface witnesses	ud-ocs-proiel-r2.18:synodal:candidate:08766159a52eea3bb7cf57a5	2000	OCS supports a feminine Galilee place-name reading, but target genitive and accusative or locative surfaces do not establish a complete Synodal paradigm.	Deferred after v18 frontier review: галїле́и and галїле́ю await reviewed proper-name identity, gender, exact cell typing, declension, accent, and positional spelling.
synodal:family-candidate:3f0b5dc02d658239838381ad	deferred															ponomar-elizabeth-bible-2026-08-09:Amos.1.8,Ex.10.4 source-partition surface witnesses		1500	The repeated first-person surface strongly suggests a prefixed finite verb, but surface grouping alone does not establish aspect, conjugation, or principal parts.	Deferred after v19 horizon review: наведꙋ̀ awaits a stable target lexeme, a typed finite cell, complete principal parts, reviewed accent behavior, and disjoint evaluation evidence before productive admission.
synodal:family-candidate:529e19ae74cdaa0ceea5a09d	deferred															ponomar-elizabeth-bible-2026-08-09:Baruch.2.13,Gen.28.15 source-partition surface witnesses		1500	The invariant-looking relative-adverb surface is frequent, but the proposal's possible vocative or finite analysis is spurious and corpus frequency does not prove lexical category.	Deferred after v19 horizon review: а҆́може needs reviewed relative-adverb identity, exact target spelling and accent, semantic evidence, and a disjoint held-out occurrence before admission.
synodal:family-candidate:4558bd018f04123300efdfb0	admitted	synodal:noun:skonchanie	first-soft-ie-n	скончанї	neuter		singular,dual,plural	inanimate			fixed acute on the second stem vowel	regular soft -їе neuter endings		alypy-gamanovich-grammar-web-2023	§§34–37	ponomar-amos-8-8-skonchanie-nominative-singular,ponomar-gen-27-2-skonchaniya-genitive-singular,ponomar-dan-1-15-skonchanii-locative-singular	ponomar-sci-skonchanie-semantic,sense:v20:noun:skonchanie	10000	Unattested cells are transparent products of Alypy's complete soft-neuter -їе table and are not represented as direct attestations.	Admitted as a complete productive inanimate soft -їе neuter after the SCI identity and three disjoint source-partition Synodal cells established the stem, class, and fixed accent; Amos.1.14 remains held out.
synodal:family-candidate:d3b753ae1b0d8d0680d9a933	deferred															ponomar-elizabeth-bible-2026-08-09:Amos.9.14,Eccles.4.5 source-partition surface witnesses		1500	The contexts strongly suggest finite forms of a verb meaning eat, but surface grouping alone does not establish the infinitive identity, aspect, conjugation, aorist formation, or principal parts.	Deferred after v20 horizon review: снѣдѧ́тъ and снѣдѐ require a stable target verb identity, separately typed future and aorist cells, complete principal parts, accent behavior, and disjoint evaluation evidence before admission.
synodal:family-candidate:1ec626b682d4989744099a51	deferred															ponomar-elizabeth-bible-2026-08-09:Deut.32.43,Ex.22.1 source-partition surface witnesses		1500	The contexts identify a third-person singular finite verb meaning repay or render, but one surface does not establish its infinitive identity, aspect, conjugation, or complete principal parts.	Deferred after v20 horizon review: возда́стъ awaits a stable target verb identity, typed finite system, complete principal parts, accent behavior, and disjoint evaluation evidence before productive admission.
synodal:family-candidate:b741f02296fe7ab470bb45d8	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.21.21,Amos.1.5 source-partition surface witnesses		1500	The repeated surface is consistent with an oblique plural present active participle, but surface grouping alone does not establish the governing participle identity, agreement cell, voice, tense, or accent paradigm.	Deferred after v20 horizon review: живꙋ́щыѧ awaits a reviewed participle identity, typed agreement cells, governing verb linkage, complete participial paradigm, and disjoint evaluation evidence before productive admission.
synodal:family-candidate:ad8b3b1d85f2d2caef66e4a6	admitted	synodal:noun:otmshchenie	first-soft-ie-n	ѿмщенї	neuter		singular,dual,plural	inanimate			fixed acute on the first stem vowel	regular soft -їе neuter endings		alypy-gamanovich-grammar-web-2023	§§34–37	ponomar-acts-7-24-otmshchenie-accusative-singular,ponomar-deut-32-35-otmshcheniya-genitive-singular,ponomar-ex-7-4-otmshcheniem-instrumental-singular,ponomar-ii-macc-8-13-otmshcheniyu-dative-singular,ponomar-ezek-25-15-otmshchenii-locative-singular	ponomar-sci-otmshchenie-semantic,sense:v21:noun:otmshchenie	10000	Unattested cells are transparent products of Alypy's complete soft-neuter -їе table and are not represented as direct attestations.	Admitted as a complete productive inanimate soft -їе neuter after the SCI identity and five disjoint source-partition Synodal cells established the stem, class, and fixed accent; Ezek.9.1 remains held out.
synodal:family-candidate:d5a943b40c25ce23d8013ab7	deferred															ponomar-elizabeth-bible-2026-08-09:Deut.5.21 source-partition surface witness		1500	The two genitive-looking spellings may reflect bounded orthographic variation or distinct inflectional analyses; frequency alone does not type gender, number, animacy, declension, or variant precedence.	Deferred after v21 horizon review: бли́жнѧгѡ and бли́жнѧго require a reviewed lexical identity, complete adjective or substantivized paradigm, exact agreement cells, accent, positional spelling, and disjoint evaluation evidence.
synodal:family-candidate:031fc8a490cf8912570dab00	deferred															ponomar-elizabeth-bible-2026-08-09:Amos.7.14,Eccles.12.11,Ex.2.17 source-partition surface witnesses	synodal:candidate:e9fe1c3d8d7a0e84491dbe90	3000	The SCI identity and three target surfaces strongly support a shepherd noun, but the singular soft-sign declension and irregular nominative plural require a complete class and cell review before runtime admission.	Deferred after v21 horizon review: па́стырь awaits independently typed singular and plural cells, gender and animacy, a complete productive class or bounded overrides, accent behavior, and disjoint evaluation evidence.
synodal:family-candidate:2f42e9d74e290dfd10f9fdca	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.1.12 evaluation-partition diagnostic witness		1000	The repeated surface is consistent with a third-person plural reflexive aorist, but the selected diagnostic witness is held out and surface frequency does not establish the infinitive, aspect, conjugation, or principal parts.	Deferred after v21 horizon review: возврати́шасѧ awaits a stable target verb identity, typed aorist cell, complete principal parts, accent behavior, source-partition evidence, and disjoint evaluation before productive admission.
synodal:family-candidate:49c3d53b3773cba34a0f7f6a	admitted	synodal:noun:v11-332e30b022aa	first-mixed-ts-m	жерц	masculine		singular,dual,plural	animate	жрец- citation; жерц- oblique stem		acute on citation е; second-vowel acute in obliques with automatic final varia	exact non-metathesized and -еви dative variants		alypy-gamanovich-grammar-web-2023	§§8,33–37	ponomar-baruch-1-7-zhrets-dative-singular,ponomar-iv-kings-22-12-zhrets-dative-singular-short-stem,ponomar-ii-paral-13-9-zhrets-instrumental-singular	review:v11:332e30b022aa,sense:v11:332e30b022aa	10000	The frequent dative is a licensed cell of the reviewed animate noun; the general -еви and independently witnessed non-metathesized form remain ordered variants.	Admitted after the reviewed lexical identity, Alypy's complete mixed-ц table, and disjoint source-partition dative and instrumental cells jointly established the жерц- stem and ending accent; Deut.21.5 remains held out.
synodal:family-candidate:a929477269ee311fe5fec6d6	admitted	synodal:noun:rab	first-hard-m	раб	masculine		singular,dual,plural	animate			ending accent in the admitted plural oblique	exact wide-omega genitive and accusative plural		alypy-gamanovich-grammar-web-2023	§§34–35	ponomar-acts-10-7-rabov-genitive-plural,v05-alypy-gospoden-nikh	alypy-34-rab,sense:servant	10000	The wide-omega surface is confined to the two compatible animate plural cells and does not rewrite ordinary -овъ endings globally.	Admitted as a bounded exact variant of the already complete рабъ identity after Acts 10:7 typed genitive plural, Alypy §35 independently printed animate accusative plural, and Eccles.10.7 remained held out.
synodal:family-candidate:45ad8d23d0a747adf449f2e7	deferred															ponomar-elizabeth-bible-2026-08-09:Dan.8.25,Dan.8.7 source-partition surface witnesses		2000	The two forms plausibly belong to one perfective verb, but the imperative and finite readings do not establish a stable lexical identity, aspect, complete principal parts, accent systems, or all productive cells.	Deferred after v24 horizon review: сокрꙋшѝ and сокрꙋши́тъ await independently reviewed lexical identity, typed imperative and finite cells, complete principal parts, source-bounded accent behavior, and disjoint held-out evaluation.
synodal:family-candidate:0bf055631b1c69dabc5eff90	deferred															ponomar-elizabeth-bible-2026-08-09:Apoc.19.17 source-partition surface witness		2000	The recurring surface is compatible with a second-person plural imperative, but it does not by itself establish which motion-verb identity, suppletive imperative principal part, accent paradigm, or complete system is licensed.	Deferred after v24 horizon review: прїиди́те awaits a stable target verb identity, independently typed imperative cell, complete suppletive principal parts, reviewed accent behavior, and disjoint held-out evaluation before runtime admission.
synodal:family-candidate:b08d678bd62bea25801580bb	deferred															ponomar-elizabeth-bible-2026-08-09:Deut.16.1 source witness		1500	па́схꙋ is repeatedly attested but the diagnostic surface does not independently establish the Пасха identity, accusative singular cell, or its complete declension and accent metadata	Deferred after frontier review: the target surface is genuine and contextually governed, but admission requires an independent lexical identity plus a reviewed complete Пасха family or an explicitly bounded exact-cell decision.
synodal:family-candidate:6f3b5143754541fd46c73951	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.18.9 evaluation witness; numerous source-partition бо́йсѧ surface occurrences		1500	The recurring form is compatible with a reflexive second-person singular imperative of боятися, but the diagnostic grouping does not establish a registered target lexeme, reflexive-clitic representation, principal parts, accent systems, or the complete verb inventory.	Deferred after wave-26 frontier review: бо́йсѧ awaits independently reviewed lexical identity, a typed imperative cell, source-bounded reflexive morphology, complete principal parts and accent metadata, plus disjoint held-out evaluation before runtime admission.
synodal:family-candidate:65452184c21445caf16f7034	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.4.27 source-partition surface witness		1000	The invariant-looking surface is compatible with an adverbial воистиннꙋ or a frozen prepositional construction, but one diagnostic token family does not establish lexical segmentation, part of speech, exact identity, or productive behavior.	Deferred after wave-27 frontier review: вои́стиннꙋ awaits independent lexical and grammatical evidence distinguishing an indeclinable adverb from a frozen phrase, plus a disjoint held-out target witness; no runtime fact is enabled.
synodal:family-candidate:b44a4c09072e1c4738f484a3	deferred															ponomar-elizabeth-bible-2026-08-09:Apoc.12.16,Deut.32.17 source witnesses		1500	пожрѐ and Пожро́ша are aorist surfaces of a prefixed жр- verb, but the two cited passages instantiate different verbs: Apoc.12.16 is the earth swallowing the river, Deut.32.17 is sacrificing to demons.	Deferred after contextual review: Church Slavonic carries two homonymous по-жре́ти verbs, "devour" and "sacrifice", and the corpus attests both. A single family identity cannot be admitted until the homonyms are separated and each receives its own aorist principal part; merging them would collapse a justified distinction.
synodal:family-candidate:e26aca244d6ffafa4dd45878	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.26.18 source witness; Col.3.24 evaluation occurrence excluded	ponomar-modern-church-slavonic-corpus-2016:synodal:candidate:e7be60582e0ea154ca420d00	1500	достоѧ́нїе and достоѧ́нїѧ are compatible with a soft -їе neuter noun, but the second surface is ambiguous between genitive singular and nominative/accusative plural.	Deferred after cross-source review: SCI supplies the headword and inheritance semantics, yet the stable Synodal lemma, independent oblique stem, number inventory, and accent contract are not established by two syncretic surfaces. Admission is deferred to a full first-soft-ie-n family review.
synodal:family-candidate:f42a5b85b99886b2a99d323e	deferred															ponomar-elizabeth-bible-2026-08-09:Deut.3.21 source witness		1000	і҆исꙋ́сꙋ is a dative singular of a masculine personal name, but Deut.3.21 names Joshua son of Nun while the New Testament occurrences name Jesus.	Deferred after contextual review: the surface conflates two distinct biblical persons that share one Church Slavonic spelling. A proper-noun identity cannot be admitted before the referents are separated and a declensional profile is evidenced for each; unfamiliar spelling alone never implies a single identity.
synodal:family-candidate:4335b8576f426b9419da57e9	deferred															ponomar-elizabeth-bible-2026-08-09:Apoc.2.19 source witness		1500	послѣ̑днѧѧ is a long soft adjective agreeing form, ambiguous between feminine nominative singular and neuter nominative/accusative plural.	Deferred after contextual review: one agreeing surface fixes neither the adjective identity nor its class, and the kamora on ѣ̑ implies a specific accent contract that a single form cannot license across the paradigm.
synodal:family-candidate:c00275e0565481c2553cb6c2	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.7.5 source witness; Ezek.45.7 evaluation occurrence excluded	ponomar-modern-church-slavonic-corpus-2016:synodal:candidate:e8a4cf229a0ccb902c75ec92	1500	ѡ҆держа́нїе and ѡ҆держа́нїѧ fit a soft -їе neuter noun, but the second surface is ambiguous between genitive singular and nominative/accusative plural.	Deferred after cross-source review: the SCI headword supplies possession semantics, but the target lemma, oblique stem, number inventory, initial-breathing behaviour, and accent contract require an independent family review rather than admission from two syncretic surfaces.
synodal:family-candidate:2322073d13481f503ed3df40	deferred															ponomar-elizabeth-bible-2026-08-09:Acts.10.32,Deut.31.28 source witnesses		1500	возглаго́лю and возглаго́летъ are first- and third-singular finite forms whose tense reading depends on an aspect decision that the surfaces do not settle.	Deferred after contextual review: a prefixed глаго́лати family cannot be admitted from two finite surfaces. Aspect, the present versus future reading of a perfective, and every principal part the finite and nonfinite systems claim must be independently evidenced first.
synodal:family-candidate:a78815266ec11358eeb066e3	deferred															ponomar-elizabeth-bible-2026-08-09:Baruch.1.9 source witness		1000	вавѷлѡ́нскїй is a single long masculine nominative singular of a -ск- relational adjective built on a foreign toponym.	Deferred after contextual review: one citation form licenses neither the possessive-sk class contract, including its cell-scoped ск→ст alternation, nor the accent paradigm, and the ѷ/ѡ spelling needs its own reviewed orthographic decision.
synodal:family-candidate:0a8ca6fafb5b8cf699468050	deferred															ponomar-elizabeth-bible-2026-08-09:Amos.9.9 source witness	ponomar-modern-church-slavonic-corpus-2016:synodal:candidate:0d614361f4add0a3974910dd	1500	заповѣ́даю is a first-singular finite form of the already registered lexeme synodal:verb:v07-ad8f1f6d34bb8a80, which currently declares no principal parts at all.	Deferred after cross-source review: the identity is already reviewed, so the blocker is metadata rather than lexis. Admission waits on independently evidenced present, aorist, imperative, participial, and verbal-noun principal parts; none of these may be derived from this single spelling.
synodal:family-candidate:d512a82241316b1f4dc1c855	admitted	synodal:verb:vozvestiti	second-verb-system-productive-only	возвѣст		perfective				future возвѣст-/возвѣщꙋ/возвѣстѧтъ; vowel aorist возвѣсти-; i-series imperative возвѣст-; l-participle возвѣсти-	fitted word-initial-stem acute across future, aorist, imperative and l-participle			alypy-gamanovich-grammar-web-2023	§§82, 86, 93, 97	ponomar-dan-2-24-vozveshchu,ponomar-dan-4-3-vozvestyat,ponomar-acts-5-25-vozvesti,ponomar-iii-esdra-14-5-vozvestikh,ponomar-acts-12-17-vozvestite,ponomar-acts-23-19-vozvestiti	sense:v11:verb:vozvestiti	9000	Admits the prefixed perfective only; no productive behaviour is inferred for other воз- verbs or for the reflexive возвѣсти́сѧ, which remains uncovered.	Admitted after every principal part was matched to a source-partition print rather than derived: возвѣщꙋ̀ (Dan.2.24) attests the ст→щ first-singular alternation directly, возвѣстѧ́тъ (Dan.4.3) the third plural, возвѣстѝ and возвѣсти́хъ the vowel aorist, возвѣсти́те the i-series imperative, and возвѣсти́ти the citation form. The held-out возвѣсти́ша and возвѣсти́ши are left to generalisation.
synodal:family-candidate:5e0e84c2a61f21ccf0e3594f	admitted	synodal:verb:wikt-332544509d0c	first-unpalatalized-verb-system-productive-only	принес		perfective				future принес-/принесꙋ/принесꙋтъ; consonant aorist принес-; first-unpalatalized imperative принес-; l-participle принес-	fitted stem acute across future, aorist, imperative and l-participle			alypy-gamanovich-grammar-web-2023	§§82, 86, 93, 97	ponomar-gen-18-5-prinesu,ponomar-apoc-21-24-prinesut,ponomar-acts-4-37-prinese,ponomar-dan-13-17-prinesite,ponomar-iii-kings-17-10-prinesi,ponomar-dan-5-2-prinesti	sense:v11:verb:prinesti	9000	Admits the prefixed perfective on the same consonant-aorist pattern the registered simplex нести already carries; no other при- verb is inferred.	Admitted after source-partition prints fixed each principal part: принесꙋ̀ (Gen.18.5) and принесꙋ́тъ (Apoc.21.24) the future, принесѐ the consonant aorist, принеси́те and принесѝ the imperative, and принестѝ the citation form. The held-out принесо́ша is left to generalisation.
synodal:family-candidate:14d11d133cae5c200289ead4	deferred																	1500	вы́шше is a single comparative surface and the queue cannot tell an adverbial use from a substantivised neuter comparative.	Deferred after contextual review: one surface fixes neither the positive-degree identity behind the comparative nor the comparison formation code the engine requires, and Church Slavonic uses the -ше comparative both adverbially and adjectivally.
synodal:family-candidate:439f7795861ae4c9180a6c12	deferred																	1500	взыска́ти and взыска̀ are an infinitive and an aorist third singular of a prefixed -скати verb, but the present stem is not attested in this pair.	Deferred after contextual review: the aorist and infinitive share a stem, so neither settles the present/future stem, which for -скати verbs alternates. Aspect and the remaining principal parts need independent evidence before admission.
