review_id	decision	route	family_id	lexeme_id	lemma	part_of_speech	surface	frequency	cell	semantic_evidence_id	morphology_evidence_id	target_evidence_id	evaluation_candidate_id	source_passage	evaluation_passage	predicted_unique_tokens	realized_unique_tokens	blocker	review_note
v06-exact-d8f30cd826269812	admitted	source-typed-exact	v06-family-47af32053c5954de	synodal:adjective:v06-a79476be07ef953c	вѣрьнъ	adjective	вѣ́ренъ	108	adjective:nominative:singular:masculine:any:short:positive	review:v06:a79476be07ef953c	v06-ud-2a023f84806f36e2	v06-target-d22a86b77d8d7323	synodal:candidate:fb52f4864f4386dd35aff41e	Apoc.2.10	Apoc.19.11	108	108		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-daabc3ec64342beb	admitted	source-typed-exact	v06-family-13370df5e120c450	synodal:noun:v06-4b110ac5f2b33849	врата	noun	вратѡ́мъ	58	noun:dative:plural:inanimate	review:v06:4b110ac5f2b33849	v06-ud-ef5a10f0f24411be	v06-target-ff5ebeee0f477704	synodal:candidate:c4c331060736dfe7f4dd9875	Acts.12.10	Deut.25.7	58	58		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-dab3589e48e06ff9	admitted	source-typed-exact	v06-family-cb5b14455c72f106	synodal:noun:wikt-c2cc5dd81830	рать	noun	ра́ти	48	noun:nominative:plural:animate	review:v03:c2cc5dd81830	v06-ud-ae4a8915da97a352	v06-target-88e917e8a9f88e31	synodal:candidate:9d4de82d12c41ce83103558f	Dan.11.20	Amos.1.14	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-dae500b29639f01d	admitted	source-typed-exact	v06-family-0cd2cb33d50008f3	synodal:noun:v06-ea34e8ebdfdfe6f9	вѣкъ	noun	вѣ́ка	425	noun:genitive:singular:inanimate	review:v06:ea34e8ebdfdfe6f9	v06-ud-8fb3582824923e88	v06-target-ef92ae2c523e3186	synodal:candidate:bdb872e3e09b31bfe441f532	Acts.15.18	Acts.3.21	425	425		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-db4ef318a46c6b43	admitted	source-typed-exact	v06-family-50030942b83fea71	synodal:verb:wikt-e00c0a63fc09	нарещи	verb	наречѐ	142	past:third:singular	review:v03:e00c0a63fc09	v06-ud-6ffcc82cf0e2876f	v06-target-1781ea977a9fbede	synodal:candidate:cb5894998908f71b3848a0fb	Dan.5.12	Ex.2.22	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-db6e672e181b1152	admitted	source-typed-exact	v06-family-a6a250fc685d82a5	synodal:noun:wikt-36c3b79376c2	потокъ	noun	пото́ка	42	noun:genitive:singular:inanimate	review:v03:36c3b79376c2	v06-ud-733b5c64a2f8cc21	v06-target-fb2f87f7492db647	synodal:candidate:a5204b34c2503cfb326b18a3	IV_Kings.10.33	III_Kings.17.4	42	42		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-db7d5038ff4ed3c7	admitted	source-typed-exact	v06-family-ac24451e083a7989	synodal:verb:wikt-78da2d05497d	видѣти	verb	ви́дѣ	557	past:second:singular	review:v03:78da2d05497d	v06-ud-146f54233b600e91	v06-target-15b25e90f2579203	synodal:candidate:fe8f8d2446f50ce59df6d310	Acts.2.31	Acts.10.3	557	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-dc250bdaa03ab34c	admitted	source-typed-exact	v06-family-6299df61d679a844	synodal:verb:v06-8673185ecc70a12e	прїѧти	verb	прїѧ̀	40	participle:present:active:nominative:singular:masculine:any:short:positive	review:v06:8673185ecc70a12e	v06-ud-5e23e23b09c45c0d	v06-target-0b71957c7a301bf0	synodal:candidate:af1755f9ca577ce0b5522013	Dan.5.31	II_Esdra.4.61	40	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-dd19ca5a2c6a2c86	admitted	source-typed-exact	v06-family-bcbe30a650e3a5bb	synodal:noun:v06-02f6e46669e2730d	свѣтило	noun	свѣти̑ла	41	noun:nominative:plural:inanimate	review:v06:02f6e46669e2730d	v06-ud-343cee228d10918f	v06-target-0ba4fa9ca80cce38	synodal:candidate:fe7151e921bb0c9033924506	Ex.30.7	Ex.25.37	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-de54c1a7739f6a0f	admitted	source-typed-exact	v06-family-4ba4ee2693367d56	synodal:noun:wikt-5e7decaf3d4a	стадо	noun	ста́да	94	noun:nominative:plural:inanimate	review:v03:5e7decaf3d4a	v06-ud-8573ee63ff998314	v06-target-39bfb803efc80d4c	synodal:candidate:c97ebf8c3fbedd25cc45054f	Acts.20.29	Zech.13.7	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-de69e9e2163ace8a	admitted	source-typed-exact	v06-family-285db4d9f5ac217f	synodal:noun:wikt-1734c53f8298	корабль	noun	кораблѝ	86	noun:locative:singular:inanimate	review:v03:1734c53f8298	v06-ud-261c5004871eae8d	v06-target-63ca19e904edca12	synodal:candidate:9a72512cce67df6e5cad4a00	Acts.27.31	Lk.5.7	86	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-de8d109d122a4380	admitted	source-typed-exact	v06-family-cc78960c379c380f	synodal:verb:v06-e66ef6e1727178e2	погрети	verb	погребе́нъ	66	participle:past:passive:nominative:singular:masculine:any:short:positive	review:v06:e66ef6e1727178e2	v06-ud-06bbff07b1d5fef8	v06-target-32159a9ecdc31c84	synodal:candidate:378dad883dcfc25f8eac1554	Acts.2.29	III_Kings.15.24	66	66		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-def609bdb2edefca	admitted	source-typed-exact	v06-family-4ba4ee2693367d56	synodal:noun:wikt-5e7decaf3d4a	стадо	noun	ста́дъ	43	noun:genitive:plural:inanimate	review:v03:5e7decaf3d4a	v06-ud-44ca5fde461a696d	v06-target-769416c3278d45ca	synodal:candidate:9f538074581b74ff0393fa05	Amos.6.4	Deut.28.51	43	43		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-df63cd0f2f938b50	admitted	source-typed-exact	v06-family-a0bd0e30486da780	synodal:noun:v06-8469d334b5dc4483	брашно	noun	бра́шно	66	noun:nominative:singular:inanimate	review:v06:8469d334b5dc4483	v06-ud-635895169beee812	v06-target-82b94ad4ca108dcf	synodal:candidate:c5137ef01df21f96c7fb4865	Dan.14.8	Gen.25.28	66	66		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-dfab35b465f73b6c	admitted	source-typed-exact	v06-family-4bcbea889f337c48	synodal:noun:brother	братъ	noun	бра́та	489	noun:genitive:singular:animate	review:v06:noun:brother	v06-ud-80553935649b7fa0	v06-target-12e77c689afd98aa	synodal:candidate:3478fec480eafc8e409a29fe	Acts.12.2	Amos.1.11	489	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e0494fd9f8d2ba36	admitted	source-typed-exact	v06-family-b80a0a5d7655c97e	synodal:adjective:v06-e3bdc69bb0fe41f0	мъногъ	adjective	мно́гѡ	238	adjective:accusative:singular:neuter:inanimate:short:positive	review:v06:e3bdc69bb0fe41f0	v06-ud-3c47baa5c133d9a9	v06-target-ff623ad0e477b5ab	synodal:candidate:14580b71b96cf3c659220aca	Apoc.5.4	Acts.18.27	238	238		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e0b8ceb1208f2cb4	admitted	source-typed-exact	v06-family-1a4304fb45a236f9	synodal:noun:delo	дѣло	noun	дѣ́лѣ	42	noun:locative:singular:inanimate		v06-ud-d6d825877487573a	v06-target-2356c47b267a80ee	synodal:candidate:ae14221df10fd693f895cce4	Col.1.10	Deut.16.15	42	42		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e0d09f52086db411	admitted	source-typed-exact	v06-family-161e081e8c7d7733	synodal:verb:wikt-06af096688df	рещи	verb	рѣ́ста	44	past:third:dual	review:v03:06af096688df	v06-ud-80c005ba9770c874	v06-target-6d250cfd9aa3decf	synodal:candidate:3c61c73866b123d7035d83c8	Acts.4.19	Dan.13.29	44	44		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e2211378a4b0b587	admitted	source-typed-exact	v06-family-98a724724a088a2a	synodal:proper-noun:v06-ecc31fb0e3271807	Павьлъ	proper-noun	па́ѵла	67	noun:genitive:singular:animate	review:v06:ecc31fb0e3271807	v06-ud-91342b78f30ba9fe	v06-target-95e77d21a684276f	synodal:candidate:bf0a133b53b0e62a14117409	Acts.13.45	Acts.15.12	67	67		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e2353dc398fa9ef6	admitted	source-typed-exact	v06-family-4ba4ee2693367d56	synodal:noun:wikt-5e7decaf3d4a	стадо	noun	стада̀	76	noun:genitive:singular:inanimate	review:v03:5e7decaf3d4a	v06-ud-2c902b04107b7c66	v06-target-987657dd7d5cf0e1	synodal:candidate:5bd51e1737c0b094079cde53	Deut.7.13	Deut.28.4	76	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e26d38eb84c35efa	admitted	source-typed-exact	v06-family-45da7b32e2d7b52f	synodal:verb:wikt-61a99171906f	творити	verb	твори́те	88	imperative:second:plural	review:v03:61a99171906f	v06-ud-68d5579916503a91	v06-target-b9e66e433fd5585e	synodal:candidate:d8a62f0ff383477bd5ea8cf0	Acts.15.29	Hagg.2.5	88	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e31d77ae3c9fdf89	admitted	source-typed-exact	v06-family-8f247db930a2ef74	synodal:noun:v06-229617fbab1efaa6	копиѥ	noun	копїѐ	44	noun:accusative:singular:inanimate	review:v06:229617fbab1efaa6	v06-ud-dc40c25a373000f2	v06-target-d92cc59c66811d26	synodal:candidate:fc8709aeec56b85afa3a9af1	II_Kings.1.6	III_Kings.10.16	44	44		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e4f00eb978e4dcae	admitted	source-typed-exact	v06-family-4188970757520321	synodal:noun:wikt-3c19155b1d57	адъ	noun	а҆́дѣ	44	noun:locative:singular:inanimate	review:v03:3c19155b1d57	v06-ud-67dcf7922bcc79fc	v06-target-e03c237cca45e4c5	synodal:candidate:35ee21c9fcb5a76ee6972138	Acts.2.27	Baruch.3.11	44	44		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e51fa467e07613fe	admitted	source-typed-exact	v06-family-334e6fd735fcb55b	synodal:noun:wikt-68c10fac7a67	вѣтръ	noun	вѣ́тромъ	48	noun:dative:plural:inanimate	review:v03:68c10fac7a67	v06-ud-21012f732166bffc	v06-target-c341abf312cd8891	synodal:candidate:c30be15feca37999af6fd6d2	Eph.4.14	Deut.28.22	48	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e5a4322cb03a957e	admitted	source-typed-exact	v06-family-1a4304fb45a236f9	synodal:noun:delo	дѣло	noun	дѣлѡ́мъ	108	noun:dative:plural:inanimate		v06-ud-6f8fac230d6ea86b	v06-target-46815caf08c034f7	synodal:candidate:6acc6a24c809fba130c8f1fa	Apoc.2.23	Apoc.18.6	108	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e5a8c9295ab08fc8	admitted	source-typed-exact	v06-family-739e69c2a7ce5df8	synodal:verb:v06-bba31c88723cae5c	жити	verb	живѝ	124	imperative:second:singular	review:v06:bba31c88723cae5c	v06-ud-c90cdee31469f7b7	v06-target-c99c74b3159d5419	synodal:candidate:3b2dafd77925ca7849aea552	Amos.7.12	Dan.6.21	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e6cda9f58377f9f0	admitted	source-typed-exact	v06-family-739e69c2a7ce5df8	synodal:verb:v06-bba31c88723cae5c	жити	verb	жи́ви	96	imperative:second:singular	review:v06:bba31c88723cae5c	v06-ud-c90cdee31469f7b7	v06-target-bb42192013838e6b	synodal:candidate:839ca642525b9ff156bb5db8	Deut.5.3	Ezek.18.32	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e6d78156a1ef34ac	admitted	source-typed-exact	v06-family-b80a0a5d7655c97e	synodal:adjective:v06-e3bdc69bb0fe41f0	мъногъ	adjective	мно́га	86	adjective:nominative:plural:neuter:any:short:positive	review:v06:e3bdc69bb0fe41f0	v06-ud-03f5e9d945a45a0b	v06-target-7c4e882536eb0d74	synodal:candidate:fb40647b02116208cb11898c	Esther.1.1	Apoc.19.1	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e8192107cb4e4641	admitted	source-typed-exact	v06-family-a1557d9788f7d51f	synodal:verb:wikt-cc294a5ba8a0	ходити	verb	ходѝ	62	past:third:singular	review:v03:cc294a5ba8a0	v06-ud-be2193a09e93f110	v06-target-0fb36081ad4e7472	synodal:candidate:a8a88d135194d6ef594864b0	Baruch.4.2	II_Paral.34.2	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e8b121536138f934	admitted	source-typed-exact	v06-family-109f67f6dbbb9010	synodal:verb:wikt-7b0a71feaffb	просити	verb	просѝ	52	past:second:singular	review:v03:7b0a71feaffb	v06-ud-adb8abe1c7a1a4d9	v06-target-9221d2549896087d	synodal:candidate:92d2218d6c4e583fa10fff60	Composite.5.8	III_Kings.3.5	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e91e95a64f6ce6df	admitted	source-typed-exact	v06-family-96104eb25cd6eeb5	synodal:noun:wikt-776662ef739b	ложе	noun	ло́жи	44	noun:locative:singular:inanimate	review:v03:776662ef739b	v06-ud-f1b2728a26c3a6bf	v06-target-f31523d23c3549fd	synodal:candidate:8b4280e26a5af4bea7949984	Dan.2.28	Lev.15.18	44	44		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e9208d1f7c14ff09	admitted	source-typed-exact	v06-family-cf0089f70310aeca	synodal:noun:slovo	слово	noun	словесѝ	248	noun:locative:singular:inanimate		v06-ud-489c48e1386c7e75	v06-target-5e11f567592b29e8	synodal:candidate:22e8b64c50e1fdbe4336a654	Acts.18.15	Acts.7.29	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-e9d553bf88f9c188	admitted	source-typed-exact	v06-family-1a7b128995752732	synodal:noun:selo	село	noun	се́ла	107	noun:accusative:plural:inanimate		v06-ud-1e1f91ab44dc9d14	v06-target-8bc90beeedf358fd	synodal:candidate:719f2b0f8ea74f72fe6ae653	Acts.28.7	II_Esdra.4.50	107	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ea4b694b16e6b4f9	admitted	source-typed-exact	v06-family-4c44a5378e998e06	synodal:verb:wikt-833c90610c4d	глаголати	verb	глаго́лахъ	80	past:first:singular	review:v03:833c90610c4d	v06-ud-cd5debd5e28739b0	v06-target-b29118f1bb5830aa	synodal:candidate:31a1b1d519920a8e902c72e6	Acts.25.20	Dan.10.16	80	80		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ea540b8dbd6c6ddc	admitted	source-typed-exact	v06-family-07223248863b5123	synodal:verb:wikt-eb542a45226b	ѡбрѣсти	verb	ѡ҆брѧ́щетъ	122	future:third:singular	review:v03:eb542a45226b	v06-ud-f854741c72a25b59	v06-target-f7bcd379ecb8688e	synodal:candidate:4cb71b25237a5d6fbd1d529f	Acts.9.2	Eccles.7.15	122	122		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-eaed912377168c63	admitted	source-typed-exact	v06-family-2026cd33c627bc47	synodal:numeral:v06-7391e80a474691c3	осмь	numeral	ѻ҆́смь	162	numeral:cardinal:accusative:singular:feminine:inanimate	review:v06:7391e80a474691c3	v06-ud-0972d745b00a65f3	v06-target-44a1666e5f08865d	synodal:candidate:4f308de3b51511e7339b13d9	Deut.2.14	Ex.37.1	162	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-eafa48cd6e8aaf69	admitted	source-typed-exact	v06-family-8df6a96605123c52	synodal:noun:wikt-53f0aace1342	сѣнь	noun	сѣ́ни	59	noun:genitive:singular:inanimate	review:v03:53f0aace1342	v06-ud-914e31ce22156b1e	v06-target-755801bb8114304f	synodal:candidate:0733d42afed564ff1375c394	Composite.1.5	Gen.18.1	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-eb79ebbd741a24c4	admitted	source-typed-exact	v06-family-4b27648b04f9ba4a	synodal:noun:wikt-f3833c75403b	риза	noun	ри̑зы	547	noun:accusative:plural:inanimate	review:v03:f3833c75403b	v06-ud-3f018bb9f69f843c	v06-target-82984d2f76996576	synodal:candidate:0f03d87670a31ea20eb163ca	Acts.9.39	Acts.7.58	547	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ec851a0c85c4c0b4	admitted	source-typed-exact	v06-family-a6446c454359059c	synodal:noun:wikt-3090f99843dd	кость	noun	кѡ́сти	166	noun:nominative:plural:inanimate	review:v03:3090f99843dd	v06-ud-1620595cc60479a6	v06-target-8fa487a7e1e711fc	synodal:candidate:db0abe3e8cdb1efcac90712f	Amos.2.1	Baruch.2.24	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ec9f03ea8db3f50f	admitted	source-typed-exact	v06-family-161e081e8c7d7733	synodal:verb:wikt-06af096688df	рещи	verb	Рѣ́хъ	308	past:first:singular	review:v03:06af096688df	v06-ud-2ad681da8dd82389	v06-target-5603e4a1e5fabf90	synodal:candidate:6c488b71972d9fe3822cac5b	Eccles.3.18	Acts.11.8	308	308		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-ecc3d0c3250444ec	admitted	source-typed-exact	v06-family-de13bf331bef4928	synodal:noun:v06-3524b116551ebe06	жезлъ	noun	же́злъ	152	noun:accusative:singular:inanimate	review:v06:3524b116551ebe06	v06-ud-96d5080c22ced3a3	v06-target-f2d3fac5fb5624a0	synodal:candidate:53782f838af45cb05e66a668	Esther.4.11	Ex.7.15	152	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-eefdcd3a761189da	admitted	source-typed-exact	v06-family-690df9f851e3000e	synodal:noun:wikt-c789afb8ac4f	плачь	noun	пла́чемъ	58	noun:instrumental:singular:inanimate	review:v03:c789afb8ac4f	v06-ud-bc191e1b09488be6	v06-target-1347734de5ed25ee	synodal:candidate:516bb757fee3600b7904c67c	Baruch.4.11	II_Kings.1.17	58	58		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f01fa12e3b5d4a66	admitted	source-typed-exact	v06-family-45da7b32e2d7b52f	synodal:verb:wikt-61a99171906f	творити	verb	творѧ̀	52	participle:present:active:nominative:singular:masculine:any:short:positive	review:v03:61a99171906f	v06-ud-9586bb1678f950f0	v06-target-d166fffec409c457	synodal:candidate:e07ad1632989fbe8fa8be6f7	Dan.6.10	II_Macc.12.43	52	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f0915bea2ba7edfc	admitted	source-typed-exact	v06-family-b80a0a5d7655c97e	synodal:adjective:v06-e3bdc69bb0fe41f0	мъногъ	adjective	мно́га	86	adjective:genitive:singular:neuter:any:short:positive	review:v06:e3bdc69bb0fe41f0	v06-ud-76cd7b33a418e8ef	v06-target-7c4e882536eb0d74	synodal:candidate:fb40647b02116208cb11898c	Esther.1.1	Apoc.19.1	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f0df159d0c0ec8d6	admitted	source-typed-exact	v06-family-c57d9a901b55f999	synodal:adjective:wikt-804d9a9cde41	живъ	adjective	жи́ва	116	adjective:genitive:singular:neuter:any:short:positive	review:v03:804d9a9cde41	v06-ud-c11e039689b28aac	v06-target-85b92650e134706a	synodal:candidate:cfa74ad770093256dfc5f501	Acts.20.12	Acts.1.3	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f193e229cdf97b32	admitted	source-typed-exact	v06-family-b043c1bdb5717480	synodal:adjective:wikt-e406458f5df6	великъ	adjective	вели́ка	167	adjective:genitive:singular:masculine:any:short:positive	review:v03:e406458f5df6	v06-ud-85571105186bdec0	v06-target-45d66237903a3c54	synodal:candidate:dc09466a3d2a03f869e692b3	Acts.5.36	Apoc.8.8	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f2ee2d993ef64a92	admitted	source-typed-exact	v06-family-6afd5836abd2d2e9	synodal:noun:wikt-34a97d0572e7	болѣзнь	noun	болѣ́зни	91	noun:genitive:singular:inanimate	review:v03:34a97d0572e7	v06-ud-a651b65c525d7ec5	v06-target-b35ac823965f87db	synodal:candidate:3b035505dea2d37965a6b8a5	Apoc.16.10	Amos.8.10	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f2fac127398164c8	admitted	source-typed-exact	v06-family-138a78e538191272	synodal:noun:v06-e5f5efea52ec5e2e	пламень	noun	пла́мень	67	noun:nominative:singular:inanimate	review:v06:e5f5efea52ec5e2e	v06-ud-2fe329a125320401	v06-target-e688367523a0b51d	synodal:candidate:cc92e9441cdb2dec9b5883b3	Apoc.1.14	Apoc.19.12	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f3405cf58a2589ed	admitted	source-typed-exact	v06-family-8378597dbb89183f	synodal:pronoun:v06-7cb9fbdd604c5a70	и	pronoun	нѧ̀	287	pronoun:accusative:plural:masculine:third:inanimate	v06-semantic-pronoun-i	v06-ud-7b35ef8abb0ce04f	v06-target-f71d41079f095131	synodal:candidate:65a3478bb5452b60ef003d0b	Acts.6.6	Acts.13.3	0	287		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f3432698526965a8	admitted	source-typed-exact	v06-family-ac768fc820943b86	synodal:noun:rab	рабъ	noun	ра̑бъ	46	noun:nominative:singular:animate		v06-ud-221d6dc141bd8b3c	v06-target-b703b182b585c1dc	synodal:candidate:d20cc0fe0b8b0ed928bd9b11	Dan.9.6	Ezek.46.17	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f3784a03f7fbc7ea	admitted	source-typed-exact	v06-family-061f4eb7753eed37	synodal:noun:wikt-862895caf8e4	конь	noun	ко́ни	142	noun:nominative:plural:animate	review:v03:862895caf8e4	v06-ud-109355f0cff683f1	v06-target-781ab60358a72339	synodal:candidate:e6be9a681a5944e16e60985e	Amos.6.12	Ex.14.7	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f4d20f271a374033	admitted	source-typed-exact	v06-family-c57d9a901b55f999	synodal:adjective:wikt-804d9a9cde41	живъ	adjective	жива̀	54	adjective:nominative:singular:feminine:any:short:positive	review:v03:804d9a9cde41	v06-ud-e5145234821faf13	v06-target-e88d47d6b75db50f	synodal:candidate:8f59b2cac93a1bf456845594	Apoc.16.3	Deut.5.26	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f4ea8258149fcd81	admitted	source-typed-exact	v06-family-1a4304fb45a236f9	synodal:noun:delo	дѣло	noun	дѣ́ла	128	noun:nominative:plural:inanimate		v06-ud-df7621e7aa62fe0f	v06-target-f8feaf3134a944ff	synodal:candidate:7b49f9eaa20d94d3f5610885	Amos.3.7	Ex.12.16	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f545506c456dc7a1	admitted	source-typed-exact	v06-family-0249e6352f49280e	synodal:noun:molitva	молитва	noun	моли́твѣ	41	noun:dative:singular:inanimate		v06-ud-2fb17772537eb62c	v06-target-f532beaa0b7515f8	synodal:candidate:637b350627f9edb32585a502	Acts.1.14	I_Cor.7.5	41	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-f578f8d5e731bb01	admitted	source-typed-exact	v06-family-6afd5836abd2d2e9	synodal:noun:wikt-34a97d0572e7	болѣзнь	noun	болѣ́зни	91	noun:accusative:plural:inanimate	review:v03:34a97d0572e7	v06-ud-894b49fa8dd0d639	v06-target-b35ac823965f87db	synodal:candidate:3b035505dea2d37965a6b8a5	Apoc.16.10	Amos.8.10	91	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
